Id,Predicted
5823,0.797218509433387
6207,0.9065710444846519
6932,0.8973002310810733
5669,0.9131333208619525
5154,0.8961103411267702
7168,0.8811228586205444
5585,0.7190948682283957
7200,0.968510105843193
6539,0.9525612491608012
5774,0.901298805924123
6357,0.9475558510848893
5042,0.6729398396169652
5015,0.5594350653285675
5354,0.802223370247465
6054,0.8572254163027209
7295,0.9099874832277208
5365,0.8169424721721655
6755,0.9296413559901555
5991,0.7547333738157993
7035,0.8727890449276267
5893,0.9125586399385734
7164,0.894047954275004
5304,0.6970982487030946
5561,0.6927856989971715
5520,0.8184662902118235
5241,0.7890667541545279
7096,0.9375306105716398
6078,0.8907149500549889
5046,0.8438250786422261
5334,0.6090144688139256
6969,0.9432057602733055
6821,0.8276890009649118
5760,0.9145099779948546
5614,0.8440616817260836
7091,0.9356030629624079
5698,0.8900150126119669
5169,0.8163901525695856
7294,0.9601510506890002
5318,0.6311653786774215
5368,0.9058045576018391
6923,0.9505726570943088
5463,0.9175012996007319
5265,0.8743375700785618
6321,0.912806588738835
5226,0.7870730787192888
6868,0.9255609749561988
4967,0.750189612963654
5293,0.8375707329715031
5865,0.8111274599966467
5841,0.8868696465738766
5526,0.9093015703012431
6852,0.9652413754051059
6469,0.8955905610735893
6168,0.9145678559628957
7292,0.8947908739784735
5036,0.8895844937875377
5644,0.6939858593174738
6856,0.9002011263774902
5428,0.7435313996215722
5027,0.80253675287857
4989,0.6405377486643917
5221,0.8257675965261635
6402,0.843288112559367
5346,0.8940653831703259
6748,0.9048967324133353
