;loan_id;account_id;amount;duration;payments;status;loan_year;loan_month;loan_day
248;6109;5422;368880;60;6148;1;96;06;03
249;6961;9645;176148;36;4893;1;96;06;06
250;6810;9006;186384;48;3883;1;96;06;08
251;5494;2572;360000;48;7500;1;96;06;13
252;5311;1766;30060;60;501;1;96;06;15
253;5445;2322;46320;24;1930;1;96;06;29
254;5301;1698;141948;36;3943;1;96;07;06
255;7034;10001;19044;36;529;1;96;07;11
256;6751;8680;85716;36;2381;1;96;07;14
257;6667;8127;155880;24;6495;1;96;07;15
258;6130;5541;32640;48;680;1;96;07;18
259;5429;2268;20196;36;561;1;96;07;18
260;5725;3679;444864;48;9268;1;96;07;23
261;6019;5033;11400;12;950;1;96;07;25
262;6421;6985;96768;36;2688;1;96;07;25
263;6992;9790;133968;48;2791;1;96;07;27
264;5136;846;187104;24;7796;1;96;07;28
265;5337;1886;162468;36;4513;1;96;07;31
266;5495;2580;89340;60;1489;1;96;08;02
267;7013;9928;89340;60;1489;1;96;08;02
268;6012;4994;258444;36;7179;1;96;08;03
269;6471;7184;155640;24;6485;1;96;08;04
270;6296;6358;270384;48;5633;1;96;08;06
271;7305;11359;54024;12;4502;1;96;08;06
272;6144;5593;44376;12;3698;1;96;08;09
273;6283;6289;85632;48;1784;1;96;08;11
274;7246;11054;148920;60;2482;1;96;08;20
275;5088;544;91152;24;3798;1;96;08;22
276;5988;4851;141648;24;5902;1;96;08;22
277;5282;1583;388512;48;8094;-1;96;08;24
278;5938;4650;402000;60;6700;1;96;08;25
279;5606;3084;253512;36;7042;-1;96;08;28
280;5385;2143;71460;36;1985;1;96;09;09
281;6865;9199;29448;12;2454;-1;96;09;11
282;5586;2994;48744;36;1354;1;96;09;14
283;6302;6397;181020;60;3017;1;96;09;16
284;7194;10762;68832;36;1912;1;96;09;17
285;6461;7136;74124;36;2059;1;96;09;19
286;6732;8533;174048;48;3626;1;96;09;19
287;6613;7926;84120;24;3505;1;96;09;22
288;7036;10019;194940;36;5415;1;96;09;25
289;5897;4476;15192;24;633;1;96;09;25
290;6995;9814;96168;12;8014;1;96;09;26
291;5415;2236;139464;36;3874;-1;96;09;26
292;7136;10436;54396;36;1511;1;96;09;28
293;7271;11186;392460;60;6541;1;96;10;02
294;5375;2106;101520;12;8460;1;96;10;03
295;5635;3230;77184;36;2144;1;96;10;04
296;6817;9024;70656;48;1472;1;96;10;04
297;5923;4585;64656;48;1347;1;96;10;10
298;5329;1862;396120;60;6602;1;96;10;16
299;6644;8039;93600;24;3900;1;96;10;20
300;6354;6688;22968;36;638;1;96;10;23
301;5082;501;262980;60;4383;1;96;10;24
302;6585;7795;372120;60;6202;1;96;10;29
303;6921;9422;86184;12;7182;1;96;10;29
304;5366;2062;86184;12;7182;1;96;10;29
305;5886;4447;192744;36;5354;1;96;10;31
306;5741;3754;68544;24;2856;1;96;11;03
307;4996;132;88440;12;7370;1;96;11;06
308;6015;5001;110112;24;4588;1;96;11;09
309;6309;6434;110136;24;4589;1;96;11;11
310;6073;5263;276300;60;4605;1;96;11;12
311;6006;4948;359760;60;5996;1;96;11;15
312;5611;3115;321180;60;5353;1;96;11;15
313;6944;9548;46176;48;962;1;96;11;15
314;7101;10297;421008;48;8771;1;96;11;18
315;6599;7859;72120;12;6010;1;96;11;19
316;6940;9510;228276;36;6341;1;96;11;22
317;5209;1250;182640;48;3805;1;96;11;25
318;5388;2153;61560;12;5130;1;96;11;28
319;6011;4981;179328;48;3736;1;96;11;28
320;5591;3021;155616;48;3242;1;96;12;04
321;7154;10520;417600;60;6960;1;96;12;05
322;7130;10411;123408;24;5142;1;96;12;11
323;6818;9030;155616;48;3242;1;96;12;12
324;5625;3189;222180;60;3703;-1;96;12;15
325;6805;8972;45024;48;938;1;96;12;21
326;7233;10963;115812;36;3217;1;96;12;25
327;7308;11362;129408;24;5392;1;96;12;27
