"disp_id","type_card","issued","issued_year","issued_month","issued_day","is_junior","is_gold","is_classic","has_card"
110,"other",NA,NA,NA,NA,0,0,0,0
112,"classic",960217,1996,2,17,0,0,1,1
113,"other",NA,NA,NA,NA,0,0,0,0
114,"classic",950305,1995,3,5,0,0,1,1
115,"other",NA,NA,NA,NA,0,0,0,0
116,"other",NA,NA,NA,NA,0,0,0,0
117,"other",NA,NA,NA,NA,0,0,0,0
118,"other",NA,NA,NA,NA,0,0,0,0
119,"other",NA,NA,NA,NA,0,0,0,0
120,"other",NA,NA,NA,NA,0,0,0,0
121,"other",NA,NA,NA,NA,0,0,0,0
122,"other",NA,NA,NA,NA,0,0,0,0
123,"other",NA,NA,NA,NA,0,0,0,0
124,"other",NA,NA,NA,NA,0,0,0,0
125,"other",NA,NA,NA,NA,0,0,0,0
126,"other",NA,NA,NA,NA,0,0,0,0
127,"classic",980607,1998,6,7,0,0,1,1
128,"classic",950825,1995,8,25,0,0,1,1
129,"other",NA,NA,NA,NA,0,0,0,0
130,"other",NA,NA,NA,NA,0,0,0,0
131,"other",NA,NA,NA,NA,0,0,0,0
132,"other",NA,NA,NA,NA,0,0,0,0
134,"other",NA,NA,NA,NA,0,0,0,0
135,"other",NA,NA,NA,NA,0,0,0,0
136,"other",NA,NA,NA,NA,0,0,0,0
137,"other",NA,NA,NA,NA,0,0,0,0
138,"other",NA,NA,NA,NA,0,0,0,0
139,"other",NA,NA,NA,NA,0,0,0,0
140,"other",NA,NA,NA,NA,0,0,0,0
141,"other",NA,NA,NA,NA,0,0,0,0
142,"other",NA,NA,NA,NA,0,0,0,0
143,"other",NA,NA,NA,NA,0,0,0,0
144,"other",NA,NA,NA,NA,0,0,0,0
145,"other",NA,NA,NA,NA,0,0,0,0
146,"other",NA,NA,NA,NA,0,0,0,0
147,"other",NA,NA,NA,NA,0,0,0,0
148,"other",NA,NA,NA,NA,0,0,0,0
149,"other",NA,NA,NA,NA,0,0,0,0
150,"other",NA,NA,NA,NA,0,0,0,0
151,"other",NA,NA,NA,NA,0,0,0,0
152,"other",NA,NA,NA,NA,0,0,0,0
153,"junior",960805,1996,8,5,1,0,0,1
154,"other",NA,NA,NA,NA,0,0,0,0
155,"other",NA,NA,NA,NA,0,0,0,0
156,"other",NA,NA,NA,NA,0,0,0,0
157,"other",NA,NA,NA,NA,0,0,0,0
158,"other",NA,NA,NA,NA,0,0,0,0
159,"other",NA,NA,NA,NA,0,0,0,0
160,"other",NA,NA,NA,NA,0,0,0,0
161,"other",NA,NA,NA,NA,0,0,0,0
162,"other",NA,NA,NA,NA,0,0,0,0
163,"other",NA,NA,NA,NA,0,0,0,0
164,"other",NA,NA,NA,NA,0,0,0,0
165,"other",NA,NA,NA,NA,0,0,0,0
166,"other",NA,NA,NA,NA,0,0,0,0
167,"other",NA,NA,NA,NA,0,0,0,0
168,"other",NA,NA,NA,NA,0,0,0,0
169,"other",NA,NA,NA,NA,0,0,0,0
170,"other",NA,NA,NA,NA,0,0,0,0
171,"other",NA,NA,NA,NA,0,0,0,0
172,"other",NA,NA,NA,NA,0,0,0,0
173,"other",NA,NA,NA,NA,0,0,0,0
174,"other",NA,NA,NA,NA,0,0,0,0
175,"other",NA,NA,NA,NA,0,0,0,0
176,"other",NA,NA,NA,NA,0,0,0,0
178,"other",NA,NA,NA,NA,0,0,0,0
179,"other",NA,NA,NA,NA,0,0,0,0
180,"other",NA,NA,NA,NA,0,0,0,0
181,"other",NA,NA,NA,NA,0,0,0,0
182,"other",NA,NA,NA,NA,0,0,0,0
183,"other",NA,NA,NA,NA,0,0,0,0
184,"other",NA,NA,NA,NA,0,0,0,0
185,"other",NA,NA,NA,NA,0,0,0,0
186,"other",NA,NA,NA,NA,0,0,0,0
187,"other",NA,NA,NA,NA,0,0,0,0
188,"other",NA,NA,NA,NA,0,0,0,0
189,"other",NA,NA,NA,NA,0,0,0,0
190,"other",NA,NA,NA,NA,0,0,0,0
191,"other",NA,NA,NA,NA,0,0,0,0
192,"other",NA,NA,NA,NA,0,0,0,0
193,"other",NA,NA,NA,NA,0,0,0,0
194,"other",NA,NA,NA,NA,0,0,0,0
195,"other",NA,NA,NA,NA,0,0,0,0
196,"other",NA,NA,NA,NA,0,0,0,0
197,"other",NA,NA,NA,NA,0,0,0,0
198,"other",NA,NA,NA,NA,0,0,0,0
199,"other",NA,NA,NA,NA,0,0,0,0
200,"other",NA,NA,NA,NA,0,0,0,0
201,"other",NA,NA,NA,NA,0,0,0,0
202,"other",NA,NA,NA,NA,0,0,0,0
203,"other",NA,NA,NA,NA,0,0,0,0
204,"other",NA,NA,NA,NA,0,0,0,0
205,"other",NA,NA,NA,NA,0,0,0,0
206,"other",NA,NA,NA,NA,0,0,0,0
207,"other",NA,NA,NA,NA,0,0,0,0
208,"other",NA,NA,NA,NA,0,0,0,0
209,"other",NA,NA,NA,NA,0,0,0,0
210,"other",NA,NA,NA,NA,0,0,0,0
211,"other",NA,NA,NA,NA,0,0,0,0
212,"other",NA,NA,NA,NA,0,0,0,0
215,"other",NA,NA,NA,NA,0,0,0,0
216,"other",NA,NA,NA,NA,0,0,0,0
217,"other",NA,NA,NA,NA,0,0,0,0
218,"other",NA,NA,NA,NA,0,0,0,0
219,"other",NA,NA,NA,NA,0,0,0,0
221,"other",NA,NA,NA,NA,0,0,0,0
222,"other",NA,NA,NA,NA,0,0,0,0
223,"other",NA,NA,NA,NA,0,0,0,0
224,"other",NA,NA,NA,NA,0,0,0,0
225,"other",NA,NA,NA,NA,0,0,0,0
226,"other",NA,NA,NA,NA,0,0,0,0
227,"other",NA,NA,NA,NA,0,0,0,0
228,"other",NA,NA,NA,NA,0,0,0,0
229,"other",NA,NA,NA,NA,0,0,0,0
230,"other",NA,NA,NA,NA,0,0,0,0
231,"other",NA,NA,NA,NA,0,0,0,0
232,"other",NA,NA,NA,NA,0,0,0,0
233,"other",NA,NA,NA,NA,0,0,0,0
234,"other",NA,NA,NA,NA,0,0,0,0
235,"other",NA,NA,NA,NA,0,0,0,0
236,"other",NA,NA,NA,NA,0,0,0,0
237,"other",NA,NA,NA,NA,0,0,0,0
238,"classic",960420,1996,4,20,0,0,1,1
239,"other",NA,NA,NA,NA,0,0,0,0
240,"other",NA,NA,NA,NA,0,0,0,0
241,"other",NA,NA,NA,NA,0,0,0,0
242,"classic",960831,1996,8,31,0,0,1,1
243,"other",NA,NA,NA,NA,0,0,0,0
246,"other",NA,NA,NA,NA,0,0,0,0
247,"other",NA,NA,NA,NA,0,0,0,0
248,"other",NA,NA,NA,NA,0,0,0,0
249,"other",NA,NA,NA,NA,0,0,0,0
250,"other",NA,NA,NA,NA,0,0,0,0
251,"other",NA,NA,NA,NA,0,0,0,0
252,"other",NA,NA,NA,NA,0,0,0,0
253,"other",NA,NA,NA,NA,0,0,0,0
254,"other",NA,NA,NA,NA,0,0,0,0
255,"classic",961013,1996,10,13,0,0,1,1
256,"other",NA,NA,NA,NA,0,0,0,0
257,"other",NA,NA,NA,NA,0,0,0,0
258,"other",NA,NA,NA,NA,0,0,0,0
259,"other",NA,NA,NA,NA,0,0,0,0
260,"other",NA,NA,NA,NA,0,0,0,0
261,"other",NA,NA,NA,NA,0,0,0,0
262,"other",NA,NA,NA,NA,0,0,0,0
263,"other",NA,NA,NA,NA,0,0,0,0
264,"other",NA,NA,NA,NA,0,0,0,0
265,"other",NA,NA,NA,NA,0,0,0,0
266,"other",NA,NA,NA,NA,0,0,0,0
267,"other",NA,NA,NA,NA,0,0,0,0
268,"junior",960517,1996,5,17,1,0,0,1
269,"other",NA,NA,NA,NA,0,0,0,0
270,"other",NA,NA,NA,NA,0,0,0,0
271,"other",NA,NA,NA,NA,0,0,0,0
272,"classic",971205,1997,12,5,0,0,1,1
273,"other",NA,NA,NA,NA,0,0,0,0
274,"other",NA,NA,NA,NA,0,0,0,0
275,"other",NA,NA,NA,NA,0,0,0,0
276,"other",NA,NA,NA,NA,0,0,0,0
277,"other",NA,NA,NA,NA,0,0,0,0
278,"other",NA,NA,NA,NA,0,0,0,0
279,"other",NA,NA,NA,NA,0,0,0,0
280,"other",NA,NA,NA,NA,0,0,0,0
282,"other",NA,NA,NA,NA,0,0,0,0
283,"other",NA,NA,NA,NA,0,0,0,0
284,"other",NA,NA,NA,NA,0,0,0,0
285,"other",NA,NA,NA,NA,0,0,0,0
286,"other",NA,NA,NA,NA,0,0,0,0
287,"other",NA,NA,NA,NA,0,0,0,0
288,"other",NA,NA,NA,NA,0,0,0,0
289,"other",NA,NA,NA,NA,0,0,0,0
290,"other",NA,NA,NA,NA,0,0,0,0
291,"other",NA,NA,NA,NA,0,0,0,0
292,"other",NA,NA,NA,NA,0,0,0,0
293,"other",NA,NA,NA,NA,0,0,0,0
294,"other",NA,NA,NA,NA,0,0,0,0
295,"other",NA,NA,NA,NA,0,0,0,0
296,"other",NA,NA,NA,NA,0,0,0,0
297,"other",NA,NA,NA,NA,0,0,0,0
298,"other",NA,NA,NA,NA,0,0,0,0
300,"other",NA,NA,NA,NA,0,0,0,0
301,"other",NA,NA,NA,NA,0,0,0,0
302,"other",NA,NA,NA,NA,0,0,0,0
303,"other",NA,NA,NA,NA,0,0,0,0
304,"other",NA,NA,NA,NA,0,0,0,0
305,"other",NA,NA,NA,NA,0,0,0,0
308,"other",NA,NA,NA,NA,0,0,0,0
309,"other",NA,NA,NA,NA,0,0,0,0
310,"other",NA,NA,NA,NA,0,0,0,0
311,"other",NA,NA,NA,NA,0,0,0,0
312,"other",NA,NA,NA,NA,0,0,0,0
313,"other",NA,NA,NA,NA,0,0,0,0
314,"other",NA,NA,NA,NA,0,0,0,0
315,"other",NA,NA,NA,NA,0,0,0,0
316,"other",NA,NA,NA,NA,0,0,0,0
317,"other",NA,NA,NA,NA,0,0,0,0
318,"other",NA,NA,NA,NA,0,0,0,0
319,"other",NA,NA,NA,NA,0,0,0,0
320,"other",NA,NA,NA,NA,0,0,0,0
321,"other",NA,NA,NA,NA,0,0,0,0
322,"other",NA,NA,NA,NA,0,0,0,0
323,"other",NA,NA,NA,NA,0,0,0,0
324,"other",NA,NA,NA,NA,0,0,0,0
325,"other",NA,NA,NA,NA,0,0,0,0
326,"other",NA,NA,NA,NA,0,0,0,0
327,"other",NA,NA,NA,NA,0,0,0,0
328,"other",NA,NA,NA,NA,0,0,0,0
329,"other",NA,NA,NA,NA,0,0,0,0
330,"other",NA,NA,NA,NA,0,0,0,0
331,"other",NA,NA,NA,NA,0,0,0,0
332,"other",NA,NA,NA,NA,0,0,0,0
333,"classic",981013,1998,10,13,0,0,1,1
334,"other",NA,NA,NA,NA,0,0,0,0
335,"other",NA,NA,NA,NA,0,0,0,0
336,"other",NA,NA,NA,NA,0,0,0,0
337,"other",NA,NA,NA,NA,0,0,0,0
338,"other",NA,NA,NA,NA,0,0,0,0
339,"other",NA,NA,NA,NA,0,0,0,0
340,"other",NA,NA,NA,NA,0,0,0,0
341,"other",NA,NA,NA,NA,0,0,0,0
342,"other",NA,NA,NA,NA,0,0,0,0
343,"other",NA,NA,NA,NA,0,0,0,0
344,"other",NA,NA,NA,NA,0,0,0,0
345,"other",NA,NA,NA,NA,0,0,0,0
346,"other",NA,NA,NA,NA,0,0,0,0
347,"classic",961109,1996,11,9,0,0,1,1
348,"other",NA,NA,NA,NA,0,0,0,0
349,"other",NA,NA,NA,NA,0,0,0,0
350,"other",NA,NA,NA,NA,0,0,0,0
351,"other",NA,NA,NA,NA,0,0,0,0
352,"other",NA,NA,NA,NA,0,0,0,0
353,"other",NA,NA,NA,NA,0,0,0,0
354,"other",NA,NA,NA,NA,0,0,0,0
355,"other",NA,NA,NA,NA,0,0,0,0
356,"other",NA,NA,NA,NA,0,0,0,0
357,"other",NA,NA,NA,NA,0,0,0,0
358,"other",NA,NA,NA,NA,0,0,0,0
359,"other",NA,NA,NA,NA,0,0,0,0
360,"other",NA,NA,NA,NA,0,0,0,0
361,"other",NA,NA,NA,NA,0,0,0,0
362,"other",NA,NA,NA,NA,0,0,0,0
363,"other",NA,NA,NA,NA,0,0,0,0
364,"other",NA,NA,NA,NA,0,0,0,0
365,"other",NA,NA,NA,NA,0,0,0,0
366,"other",NA,NA,NA,NA,0,0,0,0
367,"other",NA,NA,NA,NA,0,0,0,0
368,"other",NA,NA,NA,NA,0,0,0,0
369,"other",NA,NA,NA,NA,0,0,0,0
370,"other",NA,NA,NA,NA,0,0,0,0
371,"other",NA,NA,NA,NA,0,0,0,0
372,"other",NA,NA,NA,NA,0,0,0,0
373,"other",NA,NA,NA,NA,0,0,0,0
374,"other",NA,NA,NA,NA,0,0,0,0
375,"other",NA,NA,NA,NA,0,0,0,0
376,"other",NA,NA,NA,NA,0,0,0,0
378,"other",NA,NA,NA,NA,0,0,0,0
379,"other",NA,NA,NA,NA,0,0,0,0
380,"other",NA,NA,NA,NA,0,0,0,0
381,"other",NA,NA,NA,NA,0,0,0,0
382,"other",NA,NA,NA,NA,0,0,0,0
383,"other",NA,NA,NA,NA,0,0,0,0
384,"other",NA,NA,NA,NA,0,0,0,0
385,"other",NA,NA,NA,NA,0,0,0,0
386,"other",NA,NA,NA,NA,0,0,0,0
387,"other",NA,NA,NA,NA,0,0,0,0
388,"other",NA,NA,NA,NA,0,0,0,0
389,"other",NA,NA,NA,NA,0,0,0,0
390,"other",NA,NA,NA,NA,0,0,0,0
391,"other",NA,NA,NA,NA,0,0,0,0
392,"other",NA,NA,NA,NA,0,0,0,0
393,"other",NA,NA,NA,NA,0,0,0,0
394,"other",NA,NA,NA,NA,0,0,0,0
395,"other",NA,NA,NA,NA,0,0,0,0
396,"other",NA,NA,NA,NA,0,0,0,0
397,"other",NA,NA,NA,NA,0,0,0,0
398,"other",NA,NA,NA,NA,0,0,0,0
399,"other",NA,NA,NA,NA,0,0,0,0
400,"other",NA,NA,NA,NA,0,0,0,0
401,"other",NA,NA,NA,NA,0,0,0,0
402,"other",NA,NA,NA,NA,0,0,0,0
403,"other",NA,NA,NA,NA,0,0,0,0
404,"other",NA,NA,NA,NA,0,0,0,0
405,"other",NA,NA,NA,NA,0,0,0,0
406,"other",NA,NA,NA,NA,0,0,0,0
407,"other",NA,NA,NA,NA,0,0,0,0
408,"other",NA,NA,NA,NA,0,0,0,0
409,"other",NA,NA,NA,NA,0,0,0,0
410,"other",NA,NA,NA,NA,0,0,0,0
411,"other",NA,NA,NA,NA,0,0,0,0
412,"other",NA,NA,NA,NA,0,0,0,0
413,"other",NA,NA,NA,NA,0,0,0,0
414,"other",NA,NA,NA,NA,0,0,0,0
415,"other",NA,NA,NA,NA,0,0,0,0
416,"other",NA,NA,NA,NA,0,0,0,0
417,"other",NA,NA,NA,NA,0,0,0,0
418,"other",NA,NA,NA,NA,0,0,0,0
419,"other",NA,NA,NA,NA,0,0,0,0
420,"other",NA,NA,NA,NA,0,0,0,0
421,"other",NA,NA,NA,NA,0,0,0,0
422,"other",NA,NA,NA,NA,0,0,0,0
423,"other",NA,NA,NA,NA,0,0,0,0
424,"other",NA,NA,NA,NA,0,0,0,0
425,"other",NA,NA,NA,NA,0,0,0,0
426,"other",NA,NA,NA,NA,0,0,0,0
427,"other",NA,NA,NA,NA,0,0,0,0
428,"other",NA,NA,NA,NA,0,0,0,0
429,"other",NA,NA,NA,NA,0,0,0,0
430,"other",NA,NA,NA,NA,0,0,0,0
431,"other",NA,NA,NA,NA,0,0,0,0
432,"other",NA,NA,NA,NA,0,0,0,0
433,"other",NA,NA,NA,NA,0,0,0,0
434,"other",NA,NA,NA,NA,0,0,0,0
435,"other",NA,NA,NA,NA,0,0,0,0
436,"other",NA,NA,NA,NA,0,0,0,0
437,"other",NA,NA,NA,NA,0,0,0,0
438,"other",NA,NA,NA,NA,0,0,0,0
439,"classic",940208,1994,2,8,0,0,1,1
440,"other",NA,NA,NA,NA,0,0,0,0
441,"other",NA,NA,NA,NA,0,0,0,0
442,"other",NA,NA,NA,NA,0,0,0,0
443,"other",NA,NA,NA,NA,0,0,0,0
444,"other",NA,NA,NA,NA,0,0,0,0
445,"other",NA,NA,NA,NA,0,0,0,0
446,"other",NA,NA,NA,NA,0,0,0,0
447,"other",NA,NA,NA,NA,0,0,0,0
448,"other",NA,NA,NA,NA,0,0,0,0
450,"other",NA,NA,NA,NA,0,0,0,0
451,"other",NA,NA,NA,NA,0,0,0,0
452,"other",NA,NA,NA,NA,0,0,0,0
453,"other",NA,NA,NA,NA,0,0,0,0
454,"other",NA,NA,NA,NA,0,0,0,0
455,"other",NA,NA,NA,NA,0,0,0,0
456,"other",NA,NA,NA,NA,0,0,0,0
457,"other",NA,NA,NA,NA,0,0,0,0
458,"other",NA,NA,NA,NA,0,0,0,0
459,"other",NA,NA,NA,NA,0,0,0,0
461,"other",NA,NA,NA,NA,0,0,0,0
462,"other",NA,NA,NA,NA,0,0,0,0
463,"other",NA,NA,NA,NA,0,0,0,0
464,"other",NA,NA,NA,NA,0,0,0,0
465,"other",NA,NA,NA,NA,0,0,0,0
466,"other",NA,NA,NA,NA,0,0,0,0
467,"other",NA,NA,NA,NA,0,0,0,0
468,"other",NA,NA,NA,NA,0,0,0,0
469,"other",NA,NA,NA,NA,0,0,0,0
470,"other",NA,NA,NA,NA,0,0,0,0
471,"other",NA,NA,NA,NA,0,0,0,0
472,"other",NA,NA,NA,NA,0,0,0,0
473,"other",NA,NA,NA,NA,0,0,0,0
474,"other",NA,NA,NA,NA,0,0,0,0
476,"other",NA,NA,NA,NA,0,0,0,0
477,"other",NA,NA,NA,NA,0,0,0,0
478,"other",NA,NA,NA,NA,0,0,0,0
479,"other",NA,NA,NA,NA,0,0,0,0
480,"other",NA,NA,NA,NA,0,0,0,0
481,"other",NA,NA,NA,NA,0,0,0,0
482,"other",NA,NA,NA,NA,0,0,0,0
483,"other",NA,NA,NA,NA,0,0,0,0
484,"other",NA,NA,NA,NA,0,0,0,0
485,"other",NA,NA,NA,NA,0,0,0,0
486,"other",NA,NA,NA,NA,0,0,0,0
487,"classic",960626,1996,6,26,0,0,1,1
488,"other",NA,NA,NA,NA,0,0,0,0
489,"classic",951231,1995,12,31,0,0,1,1
490,"other",NA,NA,NA,NA,0,0,0,0
491,"other",NA,NA,NA,NA,0,0,0,0
492,"other",NA,NA,NA,NA,0,0,0,0
493,"classic",961102,1996,11,2,0,0,1,1
494,"other",NA,NA,NA,NA,0,0,0,0
495,"other",NA,NA,NA,NA,0,0,0,0
496,"classic",961104,1996,11,4,0,0,1,1
497,"other",NA,NA,NA,NA,0,0,0,0
498,"other",NA,NA,NA,NA,0,0,0,0
499,"other",NA,NA,NA,NA,0,0,0,0
500,"other",NA,NA,NA,NA,0,0,0,0
501,"other",NA,NA,NA,NA,0,0,0,0
502,"other",NA,NA,NA,NA,0,0,0,0
503,"other",NA,NA,NA,NA,0,0,0,0
504,"other",NA,NA,NA,NA,0,0,0,0
505,"other",NA,NA,NA,NA,0,0,0,0
506,"other",NA,NA,NA,NA,0,0,0,0
507,"other",NA,NA,NA,NA,0,0,0,0
508,"classic",951120,1995,11,20,0,0,1,1
509,"other",NA,NA,NA,NA,0,0,0,0
510,"other",NA,NA,NA,NA,0,0,0,0
511,"other",NA,NA,NA,NA,0,0,0,0
512,"other",NA,NA,NA,NA,0,0,0,0
513,"other",NA,NA,NA,NA,0,0,0,0
514,"other",NA,NA,NA,NA,0,0,0,0
515,"other",NA,NA,NA,NA,0,0,0,0
516,"other",NA,NA,NA,NA,0,0,0,0
517,"other",NA,NA,NA,NA,0,0,0,0
518,"other",NA,NA,NA,NA,0,0,0,0
519,"other",NA,NA,NA,NA,0,0,0,0
520,"other",NA,NA,NA,NA,0,0,0,0
521,"other",NA,NA,NA,NA,0,0,0,0
522,"other",NA,NA,NA,NA,0,0,0,0
523,"other",NA,NA,NA,NA,0,0,0,0
524,"other",NA,NA,NA,NA,0,0,0,0
525,"other",NA,NA,NA,NA,0,0,0,0
526,"other",NA,NA,NA,NA,0,0,0,0
527,"other",NA,NA,NA,NA,0,0,0,0
528,"other",NA,NA,NA,NA,0,0,0,0
529,"other",NA,NA,NA,NA,0,0,0,0
530,"other",NA,NA,NA,NA,0,0,0,0
531,"junior",950919,1995,9,19,1,0,0,1
532,"other",NA,NA,NA,NA,0,0,0,0
533,"other",NA,NA,NA,NA,0,0,0,0
534,"other",NA,NA,NA,NA,0,0,0,0
535,"other",NA,NA,NA,NA,0,0,0,0
536,"other",NA,NA,NA,NA,0,0,0,0
537,"classic",950906,1995,9,6,0,0,1,1
538,"other",NA,NA,NA,NA,0,0,0,0
540,"other",NA,NA,NA,NA,0,0,0,0
541,"other",NA,NA,NA,NA,0,0,0,0
542,"other",NA,NA,NA,NA,0,0,0,0
543,"other",NA,NA,NA,NA,0,0,0,0
544,"other",NA,NA,NA,NA,0,0,0,0
545,"other",NA,NA,NA,NA,0,0,0,0
546,"other",NA,NA,NA,NA,0,0,0,0
547,"other",NA,NA,NA,NA,0,0,0,0
548,"gold",961009,1996,10,9,0,1,0,1
550,"other",NA,NA,NA,NA,0,0,0,0
551,"other",NA,NA,NA,NA,0,0,0,0
552,"other",NA,NA,NA,NA,0,0,0,0
553,"other",NA,NA,NA,NA,0,0,0,0
554,"other",NA,NA,NA,NA,0,0,0,0
555,"other",NA,NA,NA,NA,0,0,0,0
556,"other",NA,NA,NA,NA,0,0,0,0
557,"other",NA,NA,NA,NA,0,0,0,0
558,"other",NA,NA,NA,NA,0,0,0,0
559,"other",NA,NA,NA,NA,0,0,0,0
560,"other",NA,NA,NA,NA,0,0,0,0
561,"other",NA,NA,NA,NA,0,0,0,0
562,"other",NA,NA,NA,NA,0,0,0,0
563,"other",NA,NA,NA,NA,0,0,0,0
564,"other",NA,NA,NA,NA,0,0,0,0
565,"other",NA,NA,NA,NA,0,0,0,0
566,"other",NA,NA,NA,NA,0,0,0,0
567,"other",NA,NA,NA,NA,0,0,0,0
568,"other",NA,NA,NA,NA,0,0,0,0
569,"other",NA,NA,NA,NA,0,0,0,0
570,"other",NA,NA,NA,NA,0,0,0,0
571,"other",NA,NA,NA,NA,0,0,0,0
572,"other",NA,NA,NA,NA,0,0,0,0
573,"other",NA,NA,NA,NA,0,0,0,0
574,"other",NA,NA,NA,NA,0,0,0,0
575,"other",NA,NA,NA,NA,0,0,0,0
576,"other",NA,NA,NA,NA,0,0,0,0
577,"other",NA,NA,NA,NA,0,0,0,0
578,"other",NA,NA,NA,NA,0,0,0,0
579,"other",NA,NA,NA,NA,0,0,0,0
581,"other",NA,NA,NA,NA,0,0,0,0
582,"other",NA,NA,NA,NA,0,0,0,0
583,"other",NA,NA,NA,NA,0,0,0,0
